SHIP_NO,SHIP_GUBUN,GROSS_TONNAGE,REG_LENGTH,REG_BREADTH,REG_DEPTH,NATURE,PURPOSE,PURPOSE_GU,REG_PORT
ICB815798,2,297,41.04,11.25,3.4,1,G07,14,2800000000
ICB850088,2,973,68.27,19.7,0.5,1,G07,5,2800000000
ICB860481,2,208,34.56,12,2.7,1,G07,111,2800000000
ICB870846,2,1014,55.78,17,6,1,G07,12,2800000000
ICB881953,2,987,62.42,15,5,1,G07,12,2800000000
ICB882161,2,794,60.9,18,3.39,1,G07,9,2800000000
ICB882405,2,965,67.2,19.5,3.45,1,G07,5,2800000000
ICB892367,2,1034,67.79,20,3.5,1,G07,5,2800000000
ICB912145,2,795,62.04,18,3.3,1,G07,9,2800000000
ICB912559,2,505,52.68,15,3.3,1,G07,5,2800000000
ICB912725,2,599,57.22,16,3.5,1,G07,12,2800000000
ICB922011,2,466,48,15,3.03,1,G07,12,2800000000
ICB932132,2,1729,72.48,26.1,3.7,1,G07,123,2800000000
ICB932394,2,324,40.8,11.5,3.7,1,G07,111,2800000000
ICB935349,2,159,30,9,3.5,1,G07,117,4122036000
ICB942491,2,1907,74.5,26,4,1,G07,123,2800000000
ICB951678,2,351,41.28,11.2,4,1,G07,12,2800000000
ICB952176,2,954,64.61,20,3.5,1,G07,12,2800000000
ICB952243,2,1070,66.72,20,3.7,1,G07,12,2800000000
ICB960176,2,742,61.29,16.5,3.75,1,G07,12,2800000000
ICB960374,2,348,41.28,11.2,4,1,G07,12,2800000000
ICB962011,2,680,59.4,16.5,3.7,1,G07,12,2800000000
ICB962340,2,1211,66.91,21,4,1,G07,12,2800000000
ICB962523,2,479,43.2,18,3,1,G07,19,2800000000
ICB967950,2,982,66.02,18,3.7,1,G07,9,2800000000
ICB970141,2,2250,83.49,22,5,1,G07,5,2800000000
ICB970417,2,165,28.82,9,3.5,1,G07,111,2800000000
ICB970969,2,715,51.38,13.5,5.1,1,G07,111,2800000000
ICB970983,2,418,33.6,16,3,1,G07,19,2800000000
ICB971212,2,4687,76.82,30,5.5,1,G07,12,2800000000
ICB971220,2,122,24,9,3.2,1,G07,111,2800000000
ICB972811,2,260,33.89,14.5,3.05,1,G07,19,2800000000
ICB972934,2,3339,82.11,28,5.15,1,G07,5,2800000000
ICB973199,2,974,39.36,19,4,1,G07,12,2800000000
ICB983196,2,3536,77.42,26,6.1,1,G07,5,2800000000
ICB992596,2,2308,80.16,26,4.3,1,G07,5,2800000000
ICC002542,2,3.31,7.34,2.7,0.88,5,G08,20,2872037000
ICC002666,2,6.67,8.72,2.7,1.1,5,G08,31,2800000000
ICC002758,2,19,15.62,4.5,1.75,1,G08,20,1100000000
ICC007831,2,13,14.4,3.6,1.6,5,G08,127,2800000000
ICC012688,2,5.56,10.4,3.5,1.08,5,G08,11,2800000000
ICC022653,2,10,12.31,3.65,1.13,5,G08,14,4127000000
ICC022784,2,6.93,12.46,3.42,0.9,5,G08,18,2800000000
ICC022968,2,6.23,9.3,3.11,0.93,5,G08,18,2800000000
ICC023006,2,18,15.4,6,1.4,1,G08,20,1117000000
ICC032576,2,3.03,8.5,3.08,0.69,5,G08,18,2800000000
ICC032703,2,6.49,12.65,3.56,1.33,2,G01,6,4149000000
ICC042559,2,5.56,10.71,3,0.83,5,G01,6,1100000000
ICC042573,2,5.56,10.71,3,0.83,5,G01,6,1100000000
ICC042658,2,6.59,13.17,3.56,1.33,2,G01,6,4149000000
ICC042732,2,4.37,9.3,3.2,1.2,1,G08,20,2800000000
ICC042740,2,4.69,8.53,2.7,1,1,G08,19,4179000000
ICC047656,2,5.7,10.9,2.95,0.89,5,G08,18,2800000000
ICC052556,2,19,15.65,4.95,1.9,1,G08,112,2800000000
ICC052571,2,13,14.57,3.58,1.63,1,G08,112,1100000000
ICC052655,2,8.55,15.67,4.33,1.1,2,G01,6,4173000000
ICC062613,2,16,13.9,5,1.3,1,G08,6,1100000000
ICC062811,2,11,12.42,4.16,1.26,1,G08,11,2800000000
ICC070751,2,10,12.58,3.6,1.7,1,G08,14,2800000000
ICC072932,2,4.81,8.95,3.4,0.8,5,G08,19,1100000000
ICC072940,2,4.81,8.95,3.4,0.8,5,G08,19,1100000000
ICC072957,2,4.81,8.95,3.4,0.8,5,G08,19,1100000000
ICC072964,2,4.81,8.95,3.4,0.8,5,G08,19,1100000000
ICC072971,2,4.81,8.95,3.4,0.8,5,G08,19,1100000000
ICC072996,2,3.06,7.4,2.4,0.97,5,G08,19,1100000000
ICC073002,2,3.06,7.4,2.4,0.97,5,G08,19,1100000000
ICC073010,2,3.06,7.4,2.4,0.97,5,G08,19,1100000000
ICC073027,2,3.06,7.4,2.4,0.97,5,G08,19,1100000000
ICC073081,2,14,12.55,4.6,1.92,1,G08,20,2800000000
ICC073165,2,12,14.3,5,1.5,1,G08,20,4182000000
ICC081462,2,1.46,7.85,2,0.55,5,G08,20,2800000000
ICC081487,2,16,12.75,5.5,1.3,1,G08,20,1100000000
ICC081561,2,10,14.43,3.7,1.53,5,G08,20,2800000000
ICC081579,2,18,14.43,3.7,1.53,5,G01,6,2872035000
ICC081607,2,2.59,6.38,2.59,1.5,5,G08,37,1100000000
ICC081784,2,2.2,7.74,2,0.55,5,G08,20,4421000000
ICC082229,2,2.45,6.72,2.5,1.4,5,G08,37,1100000000
ICC082481,2,16,12.75,5.5,1.3,1,G08,20,1100000000
ICC082526,2,9.77,12.17,3.7,1.14,5,G08,20,4136000000
ICC082558,2,2.33,7.11,2.55,0.6,5,G08,18,2800000000
ICC082795,2,2.55,7.06,2.4,1.2,5,G08,5,1100000000
ICC082831,2,5.12,8.26,3.2,1.5,5,G08,37,1100000000
ICC082922,2,1.33,6.06,2.16,1,5,G08,20,4136000000
ICC083314,2,1.13,5.68,2.25,0.87,5,G08,37,4136000000
ICC083445,2,6.6,9.71,3.63,1.6,5,G08,37,1100000000
ICC084332,2,16,14,4.11,1.56,1,G08,112,2800000000
ICC086867,2,1.42,6.95,2,1,5,G08,20,2872000000
ICC088252,2,4.97,10.8,2.99,0.76,5,G08,11,2800000000
ICC090632,2,6.37,10.4,3.19,1.16,1,G08,30,2800000000
ICC090894,2,7.98,12.01,3,1.1,1,G08,11,2800000000
ICC092318,2,18,15.8,5.8,1.5,1,G08,35,1100000000
ICC092325,2,12,11.33,4.16,2.01,5,G08,5,2800000000
ICC092340,2,5.34,10.96,3.27,0.82,5,G08,11,2800000000
ICC092516,2,1.98,7.04,2.11,0.8,5,G08,20,2800000000
ICC092587,2,1.5,6.12,2,0.61,5,G08,20,2800000000
ICC092654,2,1.47,7.04,1.95,0.94,5,G08,20,1100000000
ICC092714,2,4.98,10.68,2.92,0.88,5,G08,18,2800000000
ICC092821,2,3.5,7.65,2.4,0.79,5,G08,18,2800000000
ICC093007,2,3.14,7.41,2.44,0.97,5,G08,20,1100000000
ICC093121,2,4.46,8.46,2.59,1.6,5,G08,37,4182031000
ICC093138,2,8.55,8.98,3.5,1.21,5,G08,18,2800000000
ICC093145,2,8.55,8.98,3.5,1.21,5,G08,18,2800000000
ICC093382,2,2.97,7.3,2.6,1.2,2,G08,37,2800000000
ICC093442,2,1.22,6.14,1.8,0.85,5,G08,18,2800000000
ICC093481,2,1.42,6.39,1.95,0.78,5,G08,20,2800000000
ICC093499,2,1.84,7.68,3.2,0.65,5,G08,18,2800000000
ICC101008,2,19,13.71,5.96,1.7,5,G08,37,2800000000
ICC101505,2,9.7,9.4,3.83,2.21,5,G08,5,1100000000
ICC101506,2,18,15.89,3.75,1.85,5,G08,20,2800000000
ICC101507,2,18,15.89,3.75,1.85,5,G08,27,2800000000
ICC102510,2,3.76,7.87,2.59,0.98,5,G08,37,1100000000
ICC102559,2,4.19,8.75,2.9,1.6,5,G08,37,1100000000
ICC102566,2,4.19,9.18,3.3,1.28,5,G08,37,1100000000
ICC102641,2,10,10.27,3.75,2.23,5,G08,37,1100000000
ICC102665,2,2.11,9.12,2.25,0.9,5,G08,37,2800000000
ICC102732,2,0.82,6.77,2.29,0.8,5,G08,35,1100000000
ICC102771,2,2.07,8.26,2.36,0.6,5,G08,37,2800000000
ICC102789,2,0.83,7.54,2.05,0.45,5,G08,37,2800000000
ICC102817,2,5.38,10.37,3.55,0.77,5,G08,18,2872040000
ICC102831,2,16,13.37,4.6,1.1,5,G01,6,2800000000
ICC103096,2,2.36,6.72,2.6,1.3,5,G08,37,1100000000
ICC104358,2,1.07,6.53,1.8,0.9,5,G08,20,4182000000
ICC104489,2,2,6.53,2.2,1.35,5,G08,37,2800000000
ICC105634,2,4.99,9.53,3.25,0.73,5,G08,127,2800000000
ICC108476,2,4.08,7.08,2.67,2,5,G08,37,1111000000
ICC1111804,2,1.66,5.98,2.45,1.1,5,G08,20,
ICC111804,2,1.66,5.98,2.45,1.1,4,G08,37,1100000000
ICC111805,2,6.67,10.89,3.21,1.15,4,G08,20,1100000000
ICC111807,2,1.89,6.62,0,0,5,G08,5,1100000000
ICC111808,2,1.89,6.62,0,0,5,G08,5,4623000000
ICC111809,2,2.68,7.06,2.4,1.2,5,G08,5,1100000000
ICC111810,2,3.7,7.68,2.7,1.7,5,G08,37,1100000000
ICC111814,2,1.07,5.86,1.9,0.95,5,G08,20,1100000000
ICC111815,2,1.18,6.43,2,0.9,5,G08,20,1100000000
ICC111816,2,1.18,6.43,2,0.9,5,G08,20,1100000000
ICC111817,2,1.18,6.43,2,0.9,5,G08,20,1100000000
ICC111818,2,0.98,6.53,1.85,0.8,5,G08,6,1100000000
ICC111819,2,0.98,6.53,1.85,0.8,5,G08,6,1100000000
ICC111820,2,0.95,6.34,1.85,0.8,5,G08,6,1100000000
ICC111823,2,13,14.82,0,0,5,G08,20,2800000000
ICC111825,2,3.7,7.4,2.8,1.7,5,G08,37,1100000000
ICC111829,2,0.6,5.9,1.71,0.6,5,G08,18,1100000000
ICC111831,2,0.4,4.78,1.58,0.55,5,G08,18,1100000000
ICC111835,2,0.65,5.55,2.1,0.56,5,G08,18,1165000000
ICC111836,2,0.66,5.47,2.1,0.57,5,G08,37,1100000000
ICC111838,2,0.79,4.8,0,0,5,G08,18,1156000000
ICC111839,2,0.46,5.18,0,0,5,G08,18,1100000000
ICC111840,2,0.32,4.47,1.44,0.52,5,G08,18,1100000000
ICC111842,2,0.67,5.62,2,0.6,5,G08,18,1100000000
ICC111843,2,0.8,4.99,0,0,5,G08,18,1100000000
ICC111845,2,15,10.28,4.58,1.3,5,G01,6,1100000000
ICC111847,2,0.93,5.45,2,0.85,5,G08,18,1100000000
ICC111848,2,0.9,5.27,2,0.85,5,G08,18,1100000000
ICC111849,2,5.77,9.01,3.38,1.68,5,G08,37,1100000000
ICC111850,2,4.05,8,0,0,5,G08,37,1100000000
ICC111851,2,4.05,8,0,0,5,G08,37,1100000000
ICC111852,2,4.05,8,0,0,5,G08,37,1100000000
ICC111853,2,4.05,8,0,0,5,G08,37,1100000000
ICC111854,2,4.05,8,0,0,5,G08,37,1100000000
ICC111855,2,4.05,8,0,0,5,G08,37,1100000000
ICC111856,2,4.05,8,0,0,5,G08,37,1100000000
ICC111860,2,0.68,4.99,2,0.68,5,G08,18,1100000000
ICC111862,2,0.76,5.86,1.94,0.67,5,G08,37,1100000000
ICC111867,2,1.68,5.9,2.15,1.1,5,,,
ICC111868,2,18,11.81,4.58,1.3,5,G01,6,1100000000
ICC111873,2,1.7,6.24,2.41,1.07,5,G08,37,1100000000
ICC111874,2,1.7,6.24,2.41,1.07,5,G08,37,1100000000
ICC111875,2,1.7,6.24,2.41,1.07,5,G08,37,1100000000
ICC111876,2,1.7,6.24,2.41,1.07,5,G08,37,1100000000
ICC111877,2,1.7,6.24,2.41,1.07,5,G08,37,1100000000
ICC111886,2,0.64,5.57,2,0.58,5,G08,44,1100000000
ICC111909,2,18,11.86,0,0,5,G08,5,2811000000
ICC111910,2,17,11.89,4.33,2.14,5,G08,5,2800000000
ICC111911,2,2.95,5.71,0,0,4,G08,5,2800000000
ICC111929,2,1.73,6.72,2.58,0.97,4,G08,5,2826000000
ICC111930,2,0.88,5.57,2.25,0.7,5,G08,119,2800000000
ICC116209,2,4.69,8.98,3.1,1.46,5,G08,37,2800000000
ICC117328,2,9.77,11.38,4,1.8,1,G08,14,2800000000
ICC121801,2,1.15,7.3,2.6,0.6,4,G08,5,4180011000
ICC121804,2,1.46,9.06,2.16,0.73,5,G08,18,2872040000
ICC121805,2,2.55,10.41,2.65,0.95,5,G08,18,2872040000
ICC121807,2,5.69,9.8,3.03,1.14,5,G08,11,2800000000
ICC121809,2,11,12.72,3.5,1.6,5,G08,11,2800000000
ICC121811,2,0.97,6.64,1.89,0.58,5,G08,11,2800000000
ICC121815,2,0.88,6.12,1.9,0.58,5,G08,11,2800000000
ICC121818,2,13,14.8,4.12,1.1,5,G08,11,2800000000
ICC121820,2,10,13.74,2.73,1.3,5,G08,19,2800000000
ICC121824,2,8.55,12.05,3.1,1.53,5,G08,11,2800000000
ICC121825,2,18,15.89,3.75,1.85,5,G08,20,2800000000
ICC121826,2,18,15.89,3.75,1.85,5,G08,20,2800000000
ICC121831,2,4.08,7.87,2.9,1.7,5,G08,37,1100000000
ICC121837,2,0.73,5.24,2.06,0.68,5,G08,37,1100000000
ICC121839,2,12,14.38,3.19,1.23,5,G08,11,2800000000
ICC124009,2,7.93,10.43,0,0,4,G08,20,1100000000
ICC124017,2,2,7.2,2.5,0.85,4,G08,20,1100000000
ICC131804,2,1.35,8.11,2.09,0.77,5,G08,20,2800000000
ICC131805,2,1.11,7.4,1.82,0.8,5,G08,18,2800000000
ICC131808,2,0.89,5.64,2.25,0.7,5,G08,119,1100000000
ICC131810,2,1.45,5.76,3.07,0.8,4,G08,119,4128000000
ICC131814,2,1.44,4.91,2.37,1.19,5,G08,127,4127000000
ICC131817,2,1.34,5.64,2.9,0.8,5,G08,14,2800000000
ICC131818,2,4.39,9.48,2.61,0.9,5,G08,20,2800000000
ICC131826,2,0.75,,,,5,G08,20,
ICC131834,2,7.15,10.09,3.2,0.96,4,G08,5,2800000000
ICC132813,2,3.89,9.47,2.43,0.66,5,G08,2,2800000000
ICC134002,2,2.01,7.2,2.5,0.85,4,G08,44,2800000000
ICC137802,2,5.1,10.16,2.83,0.91,5,G08,11,2800000000
ICC141808,2,10,12.75,3.4,1.4,5,G08,14,2800000000
ICC141810,2,3.58,9.7,3.63,0.89,5,G08,19,2872038000
ICC141817,2,7.31,10.73,3.26,1.02,5,G08,20,2800000000
ICC141820,2,4.98,10.46,2.91,0.75,5,G08,11,2800000000
ICC141826,2,18,16.07,3.82,1.85,5,G08,20,2800000000
ICC141827,2,18,16.07,3.82,1.85,5,G08,20,2800000000
ICC144021,2,4.12,8.31,3,0.9,4,G08,20,1100000000
ICC144022,2,4.12,8.31,3,0.9,4,G08,20,1100000000
ICC151808,2,1.24,4.77,1.85,0.7,5,G08,20,2800000000
ICC151815,2,6.04,8.89,4.1,0.88,5,G08,19,4182000000
ICC151821,2,7.3,9.92,3.41,1.15,2,G08,18,2800000000
ICC151823,2,3.5,7.63,2.6,0.95,5,G08,19,2871042000
ICC151824,2,2.87,8.39,2.39,0.74,5,G08,20,2800000000
ICC157805,2,3.88,9.36,3.04,0.86,5,G08,112,2800000000
ICC161802,2,0.97,6.05,0,0,5,G08,20,1100000000
ICC161803,2,0.59,5.33,0,0,5,G08,20,2800000000
ICC161804,2,0.63,4.7,0,0,5,G08,20,2800000000
ICC161809,2,4.87,9.36,2.7,0.92,5,G08,20,2800000000
ICC161811,2,2.95,9.02,2.64,0.72,5,G08,20,2800000000
ICC161814,2,4.12,8.31,0,0,4,G08,20,2800000000
ICC161815,2,0.79,5.54,1.67,0.7,5,G08,20,2800000000
ICC161816,2,18,16.06,8.83,1.85,5,G08,20,2800000000
ICC161817,2,18,16.06,3.83,1.85,5,G08,20,2800000000
ICC161821,2,4.23,9.4,2.8,0.94,5,G08,20,2872000000
ICC171801,2,10,10.83,3.6,1.03,4,G08,20,4183033000
ICC171805,2,9.16,11.78,3.38,1.2,5,G08,18,2800000000
ICC171806,2,3.06,7.4,2.4,0.97,5,G08,19,1100000000
ICC171815,2,1.42,6.58,2.53,0.62,5,G08,20,4115000000
ICC171816,2,12,11.98,0,0,1,G08,11,2800000000
ICC171823,2,1.02,5.11,2.15,0.9,5,G08,44,4139000000
ICC171830,2,7.31,10.69,0,0,4,G08,1,2800000000
ICC181804,2,6.11,10.62,2.8,0.83,5,G08,11,2800000000
ICC181806,2,4.87,9.82,2.8,0.86,5,G08,14,2800000000
ICC181807,2,16,11.7,4,1.25,1,G01,6,2800000000
ICC181808,2,5.98,10.08,3.5,0.98,5,G08,20,2872037000
ICC181811,2,13,15.03,3.89,1.12,5,G08,18,2800000000
ICC181812,2,10,15.8,4.64,0.94,5,G08,7,2800000000
ICC181813,2,0.93,5.51,2,0.66,5,G08,20,2800000000
ICC181822,2,0.62,5.62,1.7,0.64,5,G08,20,4127000000
ICC181830,2,1.35,6.22,2.11,0.83,5,G08,14,2800000000
ICC181834,2,1.68,7.6,2.38,0.9,4,G08,20,1120000000
ICC181835,2,1.68,7.6,2.38,0.9,4,G08,20,1120000000
ICC181837,2,6.4,8.64,2.88,0.89,4,G08,20,4182031000
ICC191801,2,7.31,12.1,3.45,0.84,5,G08,20,2800000000
ICC191810,2,2.45,7.74,2.31,0.86,5,G08,18,2811000000
ICC191811,2,5.9,9.96,3.1,1.07,5,G08,20,2811000000
ICC191812,2,2.29,8.15,2.12,0.84,5,G08,20,4127000000
ICC191814,2,7.31,11.92,3.1,0.9,5,G08,19,2800000000
ICC191817,2,3.15,6.78,3.19,0.6,4,G08,5,1100000000
ICC191818,2,3.15,6.78,3.19,0.6,4,G08,5,1100000000
ICC201801,2,3.14,8.37,2.4,1.03,5,G08,20,4127000000
ICC201802,2,4,7.87,2.76,0.8,4,G08,121,1100000000
ICC201804,2,7.31,11.68,3.45,0.7,5,G08,18,2800000000
ICC201805,2,11,12.85,0,0,5,G08,2,4128000000
ICC201806,2,1.99,8.51,2.2,0.81,5,G08,2,4139000000
ICC201809,2,3.65,7.8,2.79,0.8,4,G08,121,1138000000
ICC201810,2,7.93,11.52,3.35,0.97,5,G08,18,2800000000
ICC201812,2,4.42,9.95,2.6,0.96,5,G08,19,4182031000
ICC201813,2,5.97,11.12,2.8,1.25,5,G08,44,2872040000
ICC205808,2,7.93,10.35,3.67,0.75,5,G08,18,2800000000
ICC630092,2,8.76,10.15,2.6,1.36,1,G08,14,2800000000
ICC690223,2,11.41,12.23,3.08,1.56,1,G08,11,2800000000
ICC695872,2,19.05,14.8,4.9,1.2,1,G08,20,2800000000
ICC700380,2,16,16.08,4,1.8,1,G08,11,2800000000
ICC725672,2,6.51,12.1,2.7,1.4,1,G08,20,2800000000
ICC735821,2,19.78,15.27,3.7,1.6,1,G08,20,2800000000
ICC742089,2,13,16.05,2.75,1.5,1,G08,113,1100000000
ICC749038,2,17,16.61,4.35,1.6,1,G08,113,2800000000
ICC750231,2,21,17.76,4.2,1.8,1,G08,112,2800000000
ICC754012,2,18.08,14.05,4.9,1.2,1,G08,20,2800000000
ICC760107,2,17,16.9,3.9,1.95,1,G08,11,2800000000
ICC760146,2,16.91,14.28,3.28,1.65,1,G08,113,2800000000
ICC760185,2,9.77,13.25,3.5,1.51,1,G08,20,1100000000
ICC770433,2,13.22,11.1,3,1.7,1,G08,20,1100000000
ICC785001,2,18,16.5,5,1.8,5,G08,11,2800000000
ICC785704,2,19.58,14.62,3.6,1.7,1,G08,20,1100000000
ICC785881,2,19.91,14.85,3.5,1.75,1,G08,113,2800000000
ICC790314,2,18.44,14.88,3.8,1.68,2,G08,20,2800000000
ICC798115,2,16.33,14.4,3.6,1.25,1,G08,14,2800000000
ICC801697,2,9.77,12.6,3.15,1.3,1,G08,11,2800000000
ICC803142,2,14,15.66,3.4,1.5,1,G08,11,2800000000
ICC805843,2,14.44,12,3.4,1.5,1,G08,14,2800000000
ICC824073,2,14,15.67,3.8,1.6,1,G08,113,2800000000
ICC825640,2,17.7,14.45,3.15,1.72,1,G08,12,2800000000
ICC835693,2,13,15.5,4,1.5,5,G01,6,2800000000
ICC835806,2,10,15.34,3.1,1.7,1,G04,2,2800000000
ICC840165,2,4.22,8.76,2.8,0.99,5,G08,14,2800000000
ICC840197,2,12,15.35,3.8,1.43,2,G08,14,2800000000
ICC849044,2,6.1,14,3.28,1,1,G01,7,4182032000
ICC850031,2,7.31,11.52,3.7,1.1,1,G08,14,2800000000
ICC850071,2,13,15.65,3.5,1.5,1,G08,20,1100000000
ICC860510,2,8.68,11.31,3.04,1.5,1,G08,14,2800000000
ICC860581,2,7.31,10.26,3.48,1.5,1,G08,20,1100000000
ICC860626,2,7.31,10.26,3.48,1.5,1,G08,20,4131000000
ICC860725,2,15,15.26,3.7,2.2,1,G08,112,1159000000
ICC860771,2,7.94,9.71,3.55,1.63,1,G06,5,2800000000
ICC860800,2,7.31,9.5,3.5,1.7,1,G08,112,2800000000
ICC860817,2,7.31,9.5,3.5,1.7,1,G08,20,2800000000
ICC860824,2,7.31,9.5,3.5,1.7,1,G08,20,2800000000
ICC861001,2,6.67,12.38,3.44,1.3,1,G08,20,2800000000
ICC861018,2,5.77,11.02,2.84,1.45,1,G08,20,2800000000
ICC861025,2,5.36,11.52,2.64,1.35,1,G08,20,2800000000
ICC861676,2,12,14,3.8,1.15,5,G01,6,2811000000
ICC870011,2,1.77,7.25,2.3,0.87,5,G08,20,2800000000
ICC870029,2,11,14.78,3.5,1.4,5,G08,11,2800000000
ICC870068,2,10,11.91,4.3,1.5,1,G08,6,2800000000
ICC870471,2,5.59,9.55,3.32,1.09,2,G08,18,2800000000
ICC870549,2,5.59,9.55,3.32,1.09,2,G08,18,2800000000
ICC870563,2,5.59,9.55,3.32,1.09,2,G08,18,2800000000
ICC870648,2,5.59,9.55,3.32,1.09,2,G08,11,2800000000
ICC870694,2,5.59,9.55,3.32,1.09,2,G08,18,2800000000
ICC880101,2,16,15.96,4,2,1,G08,20,2800000000
ICC880271,2,5.46,7.88,3.2,1.3,5,G08,6,2800000000
ICC882253,2,19,16.56,4.5,1.1,1,G01,7,2800000000
ICC885187,2,8.56,12.29,3.1,1.2,5,G01,8,2872038000
ICC887046,2,9.17,13.78,2.73,1,5,G08,18,2800000000
ICC887160,2,14,14.14,3.8,1.5,1,G08,20,2800000000
ICC887177,2,19,17.66,4.3,1.65,1,G01,6,2800000000
ICC890292,2,17,16.97,4,2,1,G08,11,2800000000
ICC892013,2,19,16.77,4.2,1.9,1,G08,113,2800000000
ICC892204,2,10,14.36,3.64,1.48,2,G08,18,2800000000
ICC892399,2,13,14.11,4.2,1.6,1,G08,20,2800000000
ICC902017,2,13,14.68,3.8,1.8,1,G08,14,2800000000
ICC902215,2,6.68,9.95,3.03,0.84,5,G01,6,2800000000
ICC902643,2,2.2,6.62,2.59,1.1,5,G08,18,2800000000
ICC902651,2,4.1,8.52,3.04,1.2,5,G08,18,2800000000
ICC902668,2,2,6.26,2.28,1.23,5,G08,18,1100000000
ICC903233,2,4.25,9.34,2.7,1,5,G08,20,2800000000
ICC904948,2,15,15.43,3.48,1.42,5,G08,11,2800000000
ICC906945,2,14,14.06,3.22,1.54,5,G01,6,2800000000
ICC908546,2,3.23,7.54,2.46,1.37,5,G08,20,2800000000
ICC908553,2,4.63,7.97,3.03,1.62,5,G08,18,2800000000
ICC912499,2,18,13.36,4.26,1.5,5,G01,1,2800000000
ICC912701,2,14,15.13,3.7,1.7,1,G08,11,2800000000
ICC917012,2,12,12.7,3.76,1.65,1,G08,11,2800000000
ICC922380,2,4.17,8.54,2.8,1.2,1,G08,20,2800000000
ICC922722,2,14,14.63,3.5,1.6,5,G08,2,2800000000
ICC924348,2,18,16.77,3.9,1.75,1,G08,11,2800000000
ICC924911,2,19,18.1,3.9,1.75,1,G08,11,2800000000
ICC925398,2,12,14.54,3.5,1.75,1,G04,5,2800000000
ICC926023,2,10,14.02,3.75,1.4,1,G08,14,2800000000
ICC926122,2,8.55,11.2,3.3,1.2,1,G08,20,1150000000
ICC932080,2,5.66,9.5,3,1.45,1,G08,14,2800000000
ICC932387,2,10,14.05,3.4,1.4,5,G08,20,2800000000
ICC935232,2,18,15.52,3.8,1.3,5,G01,6,2800000000
ICC935300,2,18,16.26,3.8,1.27,5,G01,6,2800000000
ICC942031,2,6.67,10.45,3,1.5,1,G08,6,2800000000
ICC942048,2,14,16.28,4,1.6,1,G08,11,2800000000
ICC942115,2,12,15.46,3.8,1.5,1,G08,11,2800000000
ICC942193,2,19,15.45,5,1.5,1,G08,20,1100000000
ICC942207,2,19,15.45,5,1.5,1,G08,112,1100000000
ICC942261,2,14,14.83,4,1.7,1,G08,11,2800000000
ICC944183,2,15,15.74,4.56,1.6,1,G08,113,2800000000
ICC952112,2,14,14.85,4,1.7,1,G08,11,2800000000
ICC952342,2,7.31,12.06,4.4,1.4,4,G08,7,2800000000
ICC953728,2,15,13.66,4.4,1.8,1,G08,20,2800000000
ICC961000,2,14,12.86,4.04,1.25,5,G08,127,2800000000
ICC962587,2,15,16.48,4,1.8,1,G08,11,2800000000
ICC962630,2,6.68,8.98,3.2,1.73,5,G08,20,2800000000
ICC966963,2,19,17.02,3.8,1.59,5,G01,6,2800000000
ICC972959,2,2.32,6.36,2.53,1.26,5,G08,20,2800000000
ICC973298,2,12,14.3,4.5,1.4,1,G08,14,2800000000
ICC973425,2,10,11.36,4,1.6,1,G08,112,1100000000
ICC973432,2,10,11.36,4,1.6,1,G08,20,1100000000
ICC973440,2,10,11.36,4,1.6,1,G08,112,1100000000
ICC973457,2,10,11.36,4,1.6,1,G08,112,1100000000
ICC982900,2,4.99,9.13,3.46,0.85,5,G08,20,2800000000
ICC982995,2,10,11.36,4,1.6,1,G08,111,1100000000
ICC983001,2,10,11.36,4,1.6,1,G08,111,1100000000
ICC983019,2,10,11.36,4,1.6,1,G08,112,1100000000
ICC983026,2,10,11.36,4,1.6,1,G08,111,1100000000
ICC983256,2,13,13.09,3.8,1.6,5,G08,5,4179036000
ICC992540,2,4.89,9.58,2.71,1.2,5,G08,14,4127000000
ICC993734,2,12,13.15,4.8,1.4,1,G08,20,2800000000
ICC999032,2,13,14.3,4,1.6,1,G08,18,2800000000
ICR001103,2,74,24.82,6.5,3,1,G08,112,2800000000
ICR002574,2,29,20.15,4.8,1.75,1,G01,6,2800000000
ICR002581,2,54,26.22,5.3,2.5,1,G08,5,2800000000
ICR004228,2,24,16.68,5.4,1.62,1,G08,14,2800000000
ICR004879,2,77,26.65,5.9,2.35,1,G01,1,2800000000
ICR005741,2,50,20.74,5.8,2.3,1,G08,112,2800000000
ICR010949,2,57,20.98,8.2,2.2,1,G08,20,2800000000
ICR012731,2,29,20.36,4.7,1.8,1,G01,6,2800000000
ICR012787,2,44,21.43,5.5,2.5,1,G08,113,1159000000
ICR012939,2,44,24.12,7.9,2.5,1,G08,29,2800000000
ICR015632,2,63,23.92,6.5,2.7,1,G08,112,2811000000
ICR017127,2,51,22.74,5,2.23,5,G01,6,2800000000
ICR019096,2,42,22.54,5.1,2.2,5,G08,18,2800000000
ICR019100,2,39,21.36,5.2,2.35,5,G02,105,2800000000
ICR019124,2,29,20.42,4.38,1.79,5,G01,6,2872035000
ICR020274,2,123,33.98,7.1,2.85,1,G08,112,2800000000
ICR020879,2,47,21.31,5,2.3,1,G08,112,2800000000
ICR021741,2,131,35.13,7.5,3.1,1,G08,112,2800000000
ICR023077,2,69,25.55,6.1,2.75,1,G08,5,2800000000
ICR023120,2,271,46.68,13,2.09,1,G01,3,2800000000
ICR023176,2,126,31.4,6.7,3.6,1,G04,2,2800000000
ICR024215,2,146,27.26,8.8,3.8,1,G08,112,2800000000
